"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
811,"Q15382|RHEB_HUMAN","GTP-binding protein Rheb OS=Homo sapiens GN=RHEB PE=1 SV=1",0.133168409803883,12.6283169836688,0.515158866493923,0.614500723232071,0.771424071763651,-6.20767248289518
274,"O00264|PGRC1_HUMAN","Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3",-0.400001488956434,15.7405166400921,-1.37532570071004,0.190695905797855,0.398988985577056,-5.42435423049249
196,"P51164|ATP4B_HUMAN","Potassium-transporting ATPase subunit beta OS=Homo sapiens GN=ATP4B PE=1 SV=1",0.0373455440254347,13.9014900629931,0.104722543777537,0.918085437021893,0.972347874672376,-6.33853934542668
196,"P14415|AT1B2_HUMAN","Sodium/potassium-transporting ATPase subunit beta-2 OS=Homo sapiens GN=ATP1B2 PE=1 SV=3",0.0373455440254347,13.9014900629931,0.104722543777537,0.918085437021893,0.972347874672376,-6.33853934542668
1237,"Q9NRA2|S17A5_HUMAN","Sialin OS=Homo sapiens GN=SLC17A5 PE=1 SV=2",1.46486592302633,8.34662214832214,0.95325283738148,0.356674090547494,0.570165344745707,-5.88725199448359
930,"Q9P2X0|DPM3_HUMAN","Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens GN=DPM3 PE=1 SV=2",-0.383365840379909,11.2938643948235,-0.586633180803997,0.566814352238857,0.733621377429778,-6.16765436740359
63,"Q9TQE0|2B19_HUMAN","HLA class II histocompatibility antigen, DRB1-9 beta chain OS=Homo sapiens GN=HLA-DRB1 PE=1 SV=1",-0.0646448757519389,7.92796983326244,-0.023653118028338,0.98146401239383,0.991121335524107,-6.34394471042638
213,"Q96S66|CLCC1_HUMAN","Chloride channel CLIC-like protein 1 OS=Homo sapiens GN=CLCC1 PE=1 SV=1",0.558661500434351,12.1193443167169,1.58256575879,0.135901683393885,0.342540234624341,-5.15043310822469
546,"P09543|CN37_HUMAN","2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2",0.405250994428222,11.9862411774096,1.11100930679813,0.285330235091774,0.506392797423261,-5.73046099286224
481,"O95297|MPZL1_HUMAN","Myelin protein zero-like protein 1 OS=Homo sapiens GN=MPZL1 PE=1 SV=1",-0.000402444195078289,13.55763346761,-0.00103210098114144,0.999191103728559,0.999191103728559,-6.34423485201462
114,"Q92692|PVRL2_HUMAN","Nectin-2 OS=Homo sapiens GN=PVRL2 PE=1 SV=1",0.255181963644272,16.2895682297407,0.706734672348309,0.491358040122078,0.679114785209314,-6.08937947621995
692,"Q9BW60|ELOV1_HUMAN","Elongation of very long chain fatty acids protein 1 OS=Homo sapiens GN=ELOVL1 PE=1 SV=1",0.485610931625347,11.276572545409,0.873841604674841,0.396985387450084,0.597796315112497,-5.95825423244123
198,"P61224|RAP1B_HUMAN","Ras-related protein Rap-1b OS=Homo sapiens GN=RAP1B PE=1 SV=1",-0.0368112925453321,15.2218490623935,-0.193946432152764,0.849011103403089,0.933912213743399,-6.32471758037042
898,"O43676|NDUB3_HUMAN","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens GN=NDUFB3 PE=1 SV=3",0.113636017924954,13.2637078795402,0.42426348295955,0.677837764707023,0.818562778901633,-6.25132330879676
1079,"Q15800|MSMO1_HUMAN","Methylsterol monooxygenase 1 OS=Homo sapiens GN=MSMO1 PE=1 SV=1",0.119048535876539,8.6447384431344,0.08580821209998,0.932837192202056,0.975111898885987,-6.34041059775146
300,"P08574|CY1_HUMAN","Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens GN=CYC1 PE=1 SV=3",0.17434156965172,13.0854047120522,0.533419450092451,0.602131613089122,0.760186315878211,-6.19792129429913
500,"P01906|DQA2_HUMAN","HLA class II histocompatibility antigen, DQ alpha 2 chain OS=Homo sapiens GN=HLA-DQA2 PE=1 SV=2",3.99912423415221,12.7549921447971,2.14552378138692,0.0527908827023541,0.243950430045695,-4.30683135435938
833,"Q8N511|TM199_HUMAN","Transmembrane protein 199 OS=Homo sapiens GN=TMEM199 PE=1 SV=1",-0.48561012427596,10.0413246002396,-0.753131349254218,0.463881195220548,0.650667109526469,-6.05551930956534
268,"O14662|STX16_HUMAN","Syntaxin-16 OS=Homo sapiens GN=STX16 PE=1 SV=3",-0.33118986155314,14.2490220550644,-0.913815291450541,0.376324138353857,0.583118713683592,-5.92319510436917
460,"O15229|KMO_HUMAN","Kynurenine 3-monooxygenase OS=Homo sapiens GN=KMO PE=1 SV=2",0.710006433809321,12.2012601068677,1.57373180145501,0.137929550767399,0.342540234624341,-5.16266189734518
986,"Q9BZD2|S29A3_HUMAN","Equilibrative nucleoside transporter 3 OS=Homo sapiens GN=SLC29A3 PE=1 SV=3",2.67734536036774,8.82941353990757,2.08542878102499,0.0558678266065117,0.243950430045695,-4.38581794030403
464,"Q0JRZ9|FCHO2_HUMAN","F-BAR domain only protein 2 OS=Homo sapiens GN=FCHO2 PE=1 SV=2",-0.243730588672165,11.9971616406376,-0.584760774697958,0.568038151593145,0.733621377429778,-6.16876586696488
435,"Q9NPA0|EMC7_HUMAN","ER membrane protein complex subunit 7 OS=Homo sapiens GN=EMC7 PE=1 SV=1",0.13365219527415,13.2926357469918,0.489544144031446,0.632057821719931,0.783723482065674,-6.22079978921202
160,"Q96TC7|RMD3_HUMAN","Regulator of microtubule dynamics protein 3 OS=Homo sapiens GN=RMDN3 PE=1 SV=2",0.0267922750485319,16.617803883389,0.116146327882821,0.909190527884432,0.9676010467694,-6.33722949210554
1233,"P15954|COX7C_HUMAN","Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens GN=COX7C PE=1 SV=1",1.3996677185015,7.08608707772223,0.590725013144168,0.564144836100464,0.732596047424867,-6.1652136190106
745,"Q10589|BST2_HUMAN","Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1",-0.238373659740443,13.3660321118171,-0.672237280598874,0.512403847682355,0.693583593007308,-6.11325843281048
379,"Q15836|VAMP3_HUMAN","Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3",-0.104477311795327,14.6132200918449,-0.397247489469255,0.697191055239057,0.833777462185783,-6.26271329970893
1063,"Q86Y39|NDUAB_HUMAN","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens GN=NDUFA11 PE=1 SV=3",-0.92360600281895,10.4075062287268,-0.783077384762852,0.446661029651266,0.639485056627006,-6.03261461567497
50,"P01903|DRA_HUMAN","HLA class II histocompatibility antigen, DR alpha chain OS=Homo sapiens GN=HLA-DRA PE=1 SV=1",0.258764024799675,20.8101271455329,0.965732446865715,0.350607989624459,0.562898087388401,-5.87560146750405
687,"P48651|PTSS1_HUMAN","Phosphatidylserine synthase 1 OS=Homo sapiens GN=PTDSS1 PE=1 SV=1",1.28286264422117,6.48084078980824,0.677442272319319,0.509195297427824,0.69073989675496,-6.10972698134536
451,"P49903|SPS1_HUMAN","Selenide, water dikinase 1 OS=Homo sapiens GN=SEPHS1 PE=1 SV=2",0.0609194985323178,12.829167341562,0.182261098001814,0.8579975117374,0.939148015310592,-6.32699584905686
80,"Q9BSJ8|ESYT1_HUMAN","Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1",0.335876114484233,16.0588622128682,1.31319810952591,0.210288415237611,0.422172549595265,-5.5008950501298
